Newly Added,ID,Industry,Code,Alphabet,Numeric,Type ,Segment Name,Display Name,Real Value,Group,Type,Value,New Attribute Name,Rename,Meaning
,290,Audio equipment,I2.1,I,2.1,Interests,Audio Production,Audio Production,,Technology,Electronic Devices,Low,,,
,343,Property,M5,M,5,Brand Visited,At The Mango Tree Holiday Apartments Visitors,At The Mango Tree Holiday Apartments ,,Home And Garden,Accommodation,Low,,,
,18,Investment,A13.3,A,13.3,Brand Visited,ASX200 Visitors,ASX200 ,,Finance,Investment,High,,,
,21,Income,A13.6,A,13.6,Brand Visited,ASX200 Visitors,ASX200 ,,Finance,Investment,High,,,
,219,E-books,F6.3,F,6.3,Interests,Audio Books & Podcasts,Audio Books & Podcasts, ,Technology,Leisure,Low,,,
,75,Music,B4,B,4,Interests,Audio & New Songs,Audio & New Songs,,Entertainment,Music,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Audi,Audi,,Automotive,Vehicles,High,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Athletes Foot,Athletes Foot,,Shopping & Fashion,Footware,Low,,,
,108,Fitness and wellness,D,D,,Geo Behaviour,Athletes,Athletes,,Hobbies And Activities,Professional,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Aston Martin Visitors,Aston Martin ,,Automotive,Vehicles,High,,,
,7,Construction,A6,A,6,Brand Visited,ASV,ASV,,Business,Construction,Low,,,
,343,Property,M5,M,5,Brand Visited,Astina Serviced Apartments Visitors,Astina Serviced Apartments ,,Home And Garden,Accommodation,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Assembly Label Visitors,Assembly Label ,,Shopping & Fashion,Shoppers,Low,,,
,190,Politics and social issues,F4,F,4,Interests,Astrology Horoscope,Astrology Horoscope, ,Social,news,Low,,,
,190,Politics and social issues,F4,F,4,Interests,Astrology,Astrology,,Social,Astrology,Low,,,
,250,Sports and outdoors,H,H,,Brand Visited,Aspen SPORTS AND LEISUREs Visitors,Aspen SPORTS AND LEISUREs , ,Hobbies And Activities,Sports equipment,Low,,,
,64,Animated movies,B3.2,B,3.2,Interests,Astrid & Toothless,Astrid & Toothless,,Entertainment,Movie,Low,,,
,65,Anime movies,B3.3,B,3.3,Interests,Astrid & Toothless,Astrid & Toothless,,Entertainment,Movie,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Asics Visitors,Asics ,,Shopping & Fashion,Footware,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Asics Visitors,Asics ,,Shopping & Fashion,Footware,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Aston Martin,Aston Martin,,Automotive,Vehicles,High,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Assembly Label,Assembly Label,,Shopping & Fashion,Footware,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Assembly Label,Assembly Label,,Shopping & Fashion,Apparel,Low,,,
,330,Health care,K,K,,Brand Visited,ASMR,ASMR,,Health,Medical Care,Low,,,
,15,Personal finance,A13,A,13,Brand Visited,ASL,ASL,,Finance,Professional,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Asics,Asics,,Shopping & Fashion,Footware,Low,,,
,131,Chinese cuisine,E4.1,E,4.1,Place Categories,Asian Cuisine Customers,Asian Cuisine Customers,,Food,Asian Cuisine,Low,,,
,141,Middle Eastern cuisine,E4.11,E,4.11,Place Categories,Asian Cuisine Customers,Asian Cuisine Customers,,Food,Asian Cuisine,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Place Categories,Asian Car Showroom Visitors,Asian Car Showroom ,,Automotive,Vehicles,Low,,,
,143,Thai cuisine,E4.13,E,4.13,Place Categories,Asian Cuisine Customers,Asian Cuisine Customers,,Food,Asian Cuisine,Low,,,
,144,Vietnamese cuisine,E4.14,E,4.14,Place Categories,Asian Cuisine Customers,Asian Cuisine Customers,,Food,Asian Cuisine,Low,,,
,95,Leisure,B6,B,6,Place Categories,Arts And Crafts Shop Visitors,Arts And Crafts Shop ,,Entertainment,Leisure,Low,,,
,135,Indian cuisine,E4.5,E,4.5,Place Categories,Asian Cuisine Customers,Asian Cuisine Customers,,Food,Asian Cuisine,Low,,,
,137,Japanese cuisine,E4.7,E,4.7,Place Categories,Asian Cuisine Customers,Asian Cuisine Customers,,Food,Asian Cuisine,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Artisans Of Barossa Visitors,Artisans Of Barossa , ,Beverage,Alcoholic,Low,,,
,138,Korean cuisine,E4.8,E,4.8,Place Categories,Asian Cuisine Customers,Asian Cuisine Customers,,Food,Asian Cuisine,Low,,,
,203,Air travel,F5.2,F,5.2,Geo Behaviour,Asia Travel,Asia Travel,,Travel,Leisure,Low,,,
,125,Soft drinks,E2.4,E,2.4,Brand Visited,Asahi,Asahi,,Beverage,Non Alcoholic,Low,,,
,166,Arts and music,F1,F,1,Interests,Arts and Crafts,Arts and Crafts,,Business,ART,Low,,,
,166,Arts and music,F1,F,1,Interests,Arts & Entertainment,Arts & Entertainment,,Business,ART,Low,,,
,315,Private Services,J2,J,2,interests,Articles and News,Articles and News, ,Social,Communication,Low,,,
,225,Newspapers,F6.9,F,6.9,Interests,Articles,Articles,,Stationary,Stationary Equipment,Low,,,
,332,Education,L,L,,Interests,Art/Technology,Art/Technology,,Education,Subjects,Low,,,
,172,Fine art,F1.6,F,1.6,Interests,Art History,Art History,,Hobbies And Activities,ART,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Armani Visitors,Armani ,,Shopping & Fashion,Shoppers,High,,,
,8,Design,A7,A,7,App Category,Art And Design,Art And Design,,Hobbies And Activities,ART,Low,,,
,341,Home Appliances,M3,M,3,Brand Visited,Arris company,Arris company,an Arris Company,Home And Garden,Electronic Devices,Low,,,
,4,Architecture,A3,A,3,Brand Visited,Arquitetura,Arquitetura,,Business,Professional,Low,,,
,29,Professional,A17,A,17,Interests,Army,Army,,Business,Employement,Low,,,
,112,Physical fitness,D4,D,4,Interests,Arms & Back Workout,Arms & Back Workout, ,Fitness And Wellness,Fitness Care,Low,,,
,232,Fragrances,G1.3,G,1.3,Brand Visited,Armani,Armani,,Shopping & Fashion,cosmetics,High,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Armani,Armani,,Shopping & Fashion,Apparel,High,,,
,241,Fashion design,G2.5,G,2.5,Brand Visited,Armani,Armani,,Shopping & Fashion,Apparel,High,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Armadale Cellars Visitors,Armadale Cellars , ,Beverage,Alcoholic,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Arkaba Hotel Visitors,Arkaba Hotel , ,Travel,Accommodation,High,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Argyle Street Wine Merchant Visitors,Argyle Street Wine Merchant , ,Beverage,Alcoholic,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Argus Hotel Darwin Visitors,Argus Hotel Darwin , ,Travel,Accommodation,Low,,,
,244,Handbags,G3.2,G,3.2,Brand Visited,Armani,Armani,,Shopping & Fashion,Apparel,High,,,
,201,Travel,F5,F,5,Place Categories,Area Visitors,Area ,,Travel,Leisure,Low,,,
,245,Jewelry,G3.3,G,3.3,Brand Visited,Armani,Armani,,Shopping & Fashion,Jewelry,High,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Archive Wine Bar Visitors,Archive Wine Bar , ,Beverage,Alcoholic,Low,,,
,119,Distilled beverage,E1.2,E,1.2,Brand Visited,Archie Rose Distilling Co. Visitors,Archie Rose Distilling Co. ,,Beverage,Alcoholic,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Arcare Visitors,Arcare ,,Health,Medical Care,Low,,,
,246,Sunglasses,G3.4,G,3.4,Brand Visited,Armani,Armani,,Shopping & Fashion,Apparel,High,,,
,95,Leisure,B6,B,6,Place Categories,Arcade Visitors,Arcade ,,Entertainment,Leisure,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,ARB Visitors,ARB ,,Travel,Leisure,Low,,,
,247,Watches,G3.5,G,3.5,Brand Visited,Armani,Armani,,Shopping & Fashion,Apparel,High,,,
,145,Arab Cuisine,E4.15,E,4.15,Place Categories,Arab Cuisine Visitors,Arab Cuisine ,,Food,Arab Cuisine,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Armani,Armani,,Shopping & Fashion,Apparel,High,,,
,344,Hardware,M6,M,6,Interests,Area Converter Tool,Area Converter Tool,,Home And Garden,Hardware,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Aquila Visitors,Aquila ,,Shopping & Fashion,Footware,Low,,,
,185,Fish,F3.4,F,3.4,Place Categories,Aquarium Visitors,Aquarium ,,Entertainment,Pet Care,Low,,,
,343,Property,M5,M,5,Brand Visited,Aqua Resort Busselton Accommodation Visitors,Aqua Resort Busselton Accommodation ,,Home And Garden,Accommodation,Low,,,
,26,Real estate,A14,A,14,Brand Visited,APSO Visitors,APSO,,Pets,Pet Care,Low,,,
,29,Professional,A17,A,17,Brand Visited,APSO Visitors,APSO,,Pets,Pet Care,Low,,,
,276,Technology,I,I,,Interests,Arduino,Arduino, ,Technology,Electronic Devices,Low,,,
,50,Video games,B1.19,B,1.19,App Category,Arcade Games,Arcade Games,,Hobbies And Activities,Games,Low,,,
,332,Education,L,L,,Interests,Arabic Letters Writing,Arabic Letters Writing,,Education,Professional,Low,,,
,289,Consumer electronics,I2,I,2,Brand Visited,Apples Visitors,Apples ,7 Apples Visitors,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Brand Visited,Apple Store Visitors,Apple Store , ,Technology,Electronic Devices,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Apple Store Visitors,Apple Store ,,Shopping & Fashion,Shoppers,Low,,,
,276,Technology,I,I,,Interests,AR Messenger App,AR Messenger App, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Brand Visited,Apple Visitors,Apple, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,AR,AR, ,Technology,Professional,Low,,,
,277,Computers,I1,I,1,Brand Visited,Apple Visitors,Apple, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Apps and Updates for Android,Apps and Updates for Android, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Applock & Cleaner,Applock & Cleaner, ,Technology,Electronic Devices,Low,,,
,299,Smartphones,I2.10,I,2.1,Brand Visited,Apple Store,Apple Store,,Technology,Electronic Devices,Low,,,
,299,Smartphones,I2.10,I,2.1,Brand Visited,Apples Visitors,Apple,7 Apples Visitors,Technology,Electronic Devices,Low,,,
,277,Computers,I1,I,1,Brand Visited,Apple,Apple,,Technology,Electronic Devices,Low,,,
,205,Car rentals,F5.4,F,5.4,Brand Visited,Apollo Motorhome Hire Visitors,Apollo Motorhome Hire ,,Automotive,Rental Service,Low,,,
,316,Transportation,J3,J,3,Brand Visited,Apollo Motorhome Hire Visitors,Apollo Motorhome Hire ,,Transportation,rental service,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Apod Liquor Visitors,Apod Liquor , ,Beverage,Alcoholic,Low,,,
,245,Jewelry,G3.3,G,3.3,Brand Visited,APM Monaco Visitors,APM Monaco ,,Shopping & Fashion,Jewelry,High,,,
,347,Shopping,N,N,,Brand Visited,APCO Visitors,APCO ,,Shopping & Fashion,shoppers,Low,,,
,287,Tablet computers,I1.10,I,1.1,Brand Visited,Apple,Apple,,Technology,Electronic Devices,Low,,,
,282,Desktop computers,I1.5,I,1.5,Brand Visited,Apple,Apple,,Technology,Electronic Devices,Low,,,
,299,Smartphones,I2.10,I,2.1,Brand Visited,Apple,Apple,,Technology,Electronic Devices,Low,,,
,353,Online shopping,N5,N,5,Interests,Apparel Online,Apparel Online,,Shopping & Fashion,Shoppers,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,AP Eagers Automotive Visitors,AP Eagers Automotive ,,Automotive,Vehicles,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,ANZ Bank Visitors,ANZ Bank ,,Finance,Banking,Low,,,
N,22,Banking,A13.7,A,13.7,Brand Visited,ANZ Visitors,ANZ Bank ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,ANZ Bank Visitors,ANZ Bank ,,Finance,Banking,Low,,,
,343,Property,M5,M,5,Interests,Apartments for Rent,Apartments for Rent,,Home And Garden,Accommodation,Low,,,
,343,Property,M5,M,5,Interests,Apartments & Accommodation,Apartments & Accommodation,,Home And Garden,Accommodation,Low,,,
,245,Jewelry,G3.3,G,3.3,Brand Visited,Anton Jewellery Visitors,Anton Jewellery ,,Shopping & Fashion,Jewelry,High,,,
,343,Property,M5,M,5,Interests,Apartments,Apartments,,Home And Garden,Property,Low,,,
,112,Physical fitness,D4,D,4,Brand Visited,Anytime Fitness,Anytime Fitness,,Fitness And Wellness,Fitness Care,Low,,,
,215,Zoo,F5.14,F,5.14,interests,Ants And Bees,Ants And Bees,,Travel,Leisure,Low,,,
,286,Software,I1.9,I,1.9,Interests,Antivirus Software,Antivirus Software,,Technology,Products,Low,,,
,276,Technology,I,I,,Interests,Antivirus & Speed Up,Antivirus & Speed Up, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Antivirus,Antivirus, ,Technology,Electronic Devices,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Annandale Cellars Visitors,Annandale Cellars , ,Beverage,Alcoholic,Low,,,
,276,Technology,I,I,,Interests,Anti-Malware,Anti-Malware, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Anti-hacking & cleaner,Anti-hacking & cleaner,anti-hacking & cleaner,Technology,Electronic Devices,Low,,,
,17,Insurance,A13.2,A,13.2,Brand Visited,ANR,ANR,,Finance,Insurance,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Anime VietSub HD,Anime VietSub HD,,Technology,Products,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Anime tv hd,Anime tv hd,anime tv hd,Technology,Products,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Anime tv,Anime tv,anime tv,Technology,Products,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Anime,Anime,,Technology,Products,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Animation Videos - Gif Search,Animation Videos - Gif Search,,Technology,Products,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Animation,Animation,,Technology,Products,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Animated Theme,Animated Theme,,Technology,Products,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Animated gifs,Animated gifs,animated gifs,Technology,Products,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Animals & Crafting 3D,Animals & Crafting 3D,,Technology,Products,Low,,,
,181,Pets,F3,F,3,Interests,Animals,Animals,,Pets,Pet Care,Low,,,
,347,Shopping,N,N,,Brand Visited,Angus & Coote Visitors,Angus & Coote ,,Shopping & Fashion,shoppers,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Anglicare Visitors,Anglicare ,,Health,Medical Care,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Anglican Care Visitors,Anglican Care ,,Health,Medical Care,Low,,,
,215,Zoo,F5.14,F,5.14,interests,Animals,Animals,,Travel,Leisure,Low,,,
,181,Pets,F3,F,3,Interests,Animal Sounds & Pictures,Animal Sounds & Pictures,,Pets,Leisure,Low,,,
,181,Pets,F3,F,3,Brand Visited,Animal Island Town,Animal Island Town,,Pets,Pet Care,Low,,,
,276,Technology,I,I,,Interests,Android Wear,Android Wear, ,Technology,Electronic Devices,Low,,,
,159,Fast food restaurants,E6.4,E,6.4,Brand Visited,Andrew's Hamburgers Visitors,Andrew's Hamburgers ,,Restaurants,Fast Food,Low,,,
,276,Technology,I,I,,Interests,Android Devices,Android Devices, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Android cleaner,Android cleaner, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Android Booster Master,Android Booster Master, ,Technology,Electronic Devices,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,AMP Bank Visitors,AMP Bank ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,AMP Bank Visitors,AMP Bank ,,Finance,Banking,Low,,,
,236,Clothing,G2,G,2,Brand Visited,Anaconda,Anaconda,,Shopping & Fashion,Apparel,Low,,,
,212,Theme parks,F5.11,F,5.11,Interests,Amusement and Theme Parks,Amusement and Theme Parks,,Entertainment,Leisure,Low,,,
,245,Jewelry,G3.3,G,3.3,interests,Amulets,Amulets,,Shopping & Fashion,Jewelry,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,AMOLED Wallpapers 4K,AMOLED Wallpapers 4K,,Technology,Products,Low,,,
,332,Education,L,L,,Interests,Amharic,Amharic,,Education,Professional,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Place Categories,American Car Showroom Visitors,American Car Showroom ,,Automotive,Vehicles,Low,,,
,330,Health care,K,K,,Brand Visited,Amcal Pharmacy Visitors,Amcal Pharmacy ,,Health,Medicine,Low,,,
,166,Arts and music,F1,F,1,Interests,American Live Radio,American Live Radio,,Entertainment,Products,Low,,,
,338,Home and garden,M,M,,Brand Visited,Amber Tiles Visitors,Amber Tiles ,,Home And Garden,Homeware,Low,,,
,260,American football,H2.1,H,2.1,Interests,American Football,American Football,,Hobbies And Activities,Sports,Low,,,
,139,Latin American cuisine,E4.9,E,4.9,Place Categories,American Cuisine Customers,American Cuisine Customers,,Food,American Cuisine,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Ambient,Ambient,,Entertainment,Leisure,Low,,,
,228,Shopping and fashion,G,G,,Interests,Amazing Offers,Amazing Offers,,Shopping & Fashion,Shoppers,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Amatos Liquor Mart Visitors,Amatos Liquor Mart , ,Beverage,Alcoholic,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Amart Furniture Visitors,Amart Furniture ,,Home And Garden,Homeware,Low,,,
,350,Discount stores,N3,N,3,Interests,Amazing Offers,Amazing Offers,,Shopping & Fashion,Shoppers,Low,,,
,228,Shopping and fashion,G,G,,Interests,Amazing Deals,Amazing Deals,,Shopping & Fashion,Shoppers,Low,,,
,250,Sports and outdoors,H,H,,Brand Visited,Amart All Sports Visitors,Amart All Sports , ,Hobbies And Activities,Sports equipment,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Amaroo Hotel Visitors,Amaroo Hotel , ,Travel,Accommodation,Low,,,
,350,Discount stores,N3,N,3,Interests,Amazing Deals,Amazing Deals,,Shopping & Fashion,Shoppers,Low,,,
,338,Home and garden,M,M,,Brand Visited,Amart Furniture,Amart Furniture,,Home And Garden,Homeware,Low,,,
,289,Consumer electronics,I2,I,2,Brand Visited,Altronics Visitors,Altronics , ,Technology,Electronic Devices,Low,,,
,330,Health care,K,K,,Brand Visited,Altius Group Visitors,Altius Group ,,Health,Medicine,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Amart Furniture,Amart Furniture,,Home And Garden,Homeware,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Alpha Hotel Visitors,Alpha Hotel , ,Travel,Accommodation,Low,,,
,205,Car rentals,F5.4,F,5.4,Brand Visited,Alpha Car Hire Visitors,Alpha Car Hire ,,Automotive,Rental Service,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Ally Fashion Visitors,Ally Fashion ,,Shopping & Fashion,Shoppers,Low,,,
,296,Mobile phones,I2.7,I,2.7,Brand Visited,Allphones Visitors,Allphones , ,Social,news,Low,,,
,330,Health care,K,K,,Brand Visited,Allity Visitors,Allity ,,Health,Medicine,Low,,,
,17,Insurance,A13.2,A,13.2,Brand Visited,Allianz Visitors,Allianz ,,Finance,Insurance,Low,,,
,276,Technology,I,I,,Interests,AM Radio,AM Radio, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,AM Player,AM Player, ,Technology,Electronic Devices,Low,,,
,353,Online shopping,N5,N,5,Brand Visited,Ali Baba Visitors,Ali Baba ,,Shopping & Fashion,Shoppers,Low,,,
,330,Health care,K,K,,Interests,Alternative Medicine,Alternative Medicine,,Health,Medicine,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Alfa Romeo Visitors,Alfa Romeo ,,Automotive,Vehicles,High,,,
,330,Health care,K,K,,Interests,Allergies,Allergies,,Health,Medicine,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Alex Hotel Visitors,Alex Hotel , ,Travel,Accommodation,Low,,,
,353,Online shopping,N5,N,5,Brand Visited,Aliexpress,Aliexpress,,Shopping & Fashion,Shoppers,Low,,,
,332,Education,L,L,,Interests,Algebra & Calculus,Algebra & Calculus,,Education,Professional,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Alfa Romeo,Alfa Romeo,,Automotive,Vehicles,High,,,
,276,Technology,I,I,,Interests,Alerts & News,Alerts & News, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Alerts,Alerts, ,Technology,Electronic Devices,Low,,,
,277,Computers,I1,I,1,Interests,Alert Notification,Alert Notification, ,Technology,Electronic Devices,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Aldo,Aldo,,Shopping & Fashion,Footware,High,,,
,241,Fashion design,G2.5,G,2.5,Brand Visited,Aldo,Aldo,,Shopping & Fashion,Apparel,High,,,
,244,Handbags,G3.2,G,3.2,Brand Visited,Aldo,Aldo,,Shopping & Fashion,Apparel,High,,,
,246,Sunglasses,G3.4,G,3.4,Brand Visited,Aldo,Aldo,,Shopping & Fashion,Apparel,High,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Alcofree Visitors,Alcofree , ,Beverage,Alcoholic,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Aldo,Aldo,,Shopping & Fashion,Apparel,High,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Albion Hotel Visitors,Albion Hotel , ,Travel,Accommodation,Low,,,
,164,Grocery,E9,E,9,Brand Visited,Aldi,Aldi,,Shopping & Fashion,Grocery,Low,,,
,117,Alcoholic beverages,E1,E,1,Interests,Alcoholic Beverages,Alcoholic Beverages,,Beverage,Alcoholic,Low,,,
,276,Technology,I,I,,Interests,Album Maker,Album Maker, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Alarm Reminder and Widget,Alarm Reminder and Widget, ,Technology,Electronic Devices,Low,,,
,274,Karate,H2.15,H,2.15,Brand Visited,AKKA Dojo Visitors,AKKA Dojo ,,Hobbies And Activities,Sports,Low,,,
,236,Clothing,G2,G,2,Brand Visited,Aje Visitors,Aje ,,Shopping & Fashion,Apparel,Low,,,
,276,Technology,I,I,,Interests,Alarm Clock & Sunrise,Alarm Clock & Sunrise, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Alarm & Horn Sounds,Alarm & Horn Sounds, ,Technology,Electronic Devices,Low,,,
,315,Private Services,J2,J,2,Brand Visited,AL News,AL News, ,Social,Communication,Low,,,
,240,Women's clothing,G2.4,G,2.4,Brand Visited,Aje,Aje,,Shopping & Fashion,Apparel,Low,,,
,203,Air travel,F5.2,F,5.2,Place Categories,Airport Visitors,Airport ,,Travel,Transport,Low,,,
,276,Technology,I,I,,Brand Visited,Airtel or Tigo,Airtel or Tigo,AirtelTigo,Technology,Communication,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Airoldi Fine Wines Visitors,Airoldi Fine Wines , ,Beverage,Alcoholic,Low,,,
,301,Network Connection,I4,I,2.12,Brand Visited,Airtel or Tigo,Airtel or Tigo,,Technology,Electronic Devices,Low,,,
,203,Air travel,F5.2,F,5.2,Interests,Airport Taxi,Airport Taxi,,Travel,vehicle,Low,,,
,276,Technology,I,I,,Interests,Airplay,Airplay, ,Technology,Electronic Devices,Low,,,
