Newly Added,ID,Industry,Code,Alphabet,Numeric,Type ,Segment Name,Display Name,Real Value,Group,Type,Value,New Attribute Name,Rename,Meaning
N,165,Hobbies and activities,F,F,,Interests,Birdwatching,Birdwatching,,Hobbies And Activities,Hobbies,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Billabong Bottleshop Visitors,Billabong Bottleshop , ,Beverage,Alcoholic,Low,,,
,13,Management,A11,A,11,Brand Visited,Bipolar & Borderline Management,Bipolar & Borderline Management,,Business,Management,Low,,,
,332,Education,L,L,,Interests,Biotech and Biomedical Industry,Biotech and Biomedical Industry,,Education,Subjects,Low,,,
,332,Education,L,L,,Interests,Biology,Biology,,Education,Subjects,Low,,,
,323,Motorcycles,J3.1.6,J,3.1.6,Place Categories,Bikes Visitors,Bikes ,99 Bikes Visitors,Automotive,Vehicles,Low,,,
,27,Science,A15,A,15,Interests,Biological Sciences,Biological Sciences,,Education,Subjects,Low,,,
,332,Education,L,L,,Interests,Biological Sciences,Biological Sciences,,Education,Subjects,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Bijou Bottle Store Visitors,Bijou Bottle Store , ,Beverage,Alcoholic,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Bijou Bottle Store Visitors,Bijou Bottle Store ,,Shopping & Fashion,Shoppers,Low,,,
,250,Sports and outdoors,H,H,,Brand Visited,Big4 Holiday SPORTS AND LEISUREs Visitors,Big4 Holiday SPORTS AND LEISUREs , ,Hobbies And Activities,Sports equipment,Low,,,
,354,Shopping malls,N6,N,6,Brand Visited,Big W Visitors,Big W ,,Shopping & Fashion,Shoppers,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Big Brews Liquor Visitors,Big Brews Liquor , ,Beverage,Alcoholic,Low,,,
N,6,Business,A5,A,5,Place categories,Bicycle Shop Visitors,Bicycle Shop,,Business,Professional,Low,,,
,259,Sports,H2,H,2,Geo Behaviour,Billiards Enthusiasts,Billiards Enthusiasts,,Hobbies And Activities,Sports,Low,,,
,96,Gambling,B7,B,7,Interests,Billiard Online,Billiard Online,,Entertainment,Gambling,Low,,,
N,228,Shopping and fashion,G,G,,Brands Visited,Billabong,Billabong,,Shopping & Fashion,Textile,Low,,,
,257,Mountain biking,H1.6,H,1.6,Interests,Biking,Biking,,Hobbies And Activities,Sports,Low,,,
,245,Jewelry,G3.3,G,3.3,Brand Visited,Bevilles Jewellers Visitors,Bevilles Jewellers ,,Shopping & Fashion,Jewelry,High,,,
,7,Construction,A6,A,6,Brand Visited,Betty's Burgers & Concrete Co. Visitors,Betty's Burgers & Concrete Co. ,,Hobbies And Activities,Games,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Betts Visitors,Betts ,,Travel,Leisure,Low,,,
Y,239,Shoes,G2.3,G,2.3,Brand Visited,Betts Visitors,Betts ,,Shopping & Fashion,Footware,Low,,,
,257,Mountain biking,H1.6,H,1.6,Interests,Bikes and Auto Parts,Bikes and Auto Parts,,Hobbies And Activities,Sports,Low,,,
,343,Property,M5,M,5,Brand Visited,Betta Home Living Visitors,Betta Home Living ,,Home And Garden,Accommodation,Low,,,
,257,Mountain biking,H1.6,H,1.6,Interests,Bikes,Bikes,,Hobbies And Activities,Sports,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Bethanie Visitors,Bethanie ,,Health,Medical Care,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Best Western Plus Apollo International Visitors,Best Western Plus Apollo International ,,Travel,Leisure,Low,,,
Y,208,Hotels,F5.7,F,5.7,Brand Visited,Best Western Plus Apollo International Visitors,Best Western Plus Apollo International ,,Travel,Accommodation,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Best Western Visitors,Best Western ,,Travel,Leisure,Low,,,
Y,208,Hotels,F5.7,F,5.7,Brand Visited,Best Western Visitors,Best Western ,,Travel,Accommodation,Low,,,
,257,Mountain biking,H1.6,H,1.6,Interests,Bike Ride Analytics Tool,Bike Ride Analytics Tool,,Hobbies And Activities,Sports,Low,,,
,181,Pets,F3,F,3,Brand Visited,Best Friends Visitors,Best Friends ,,Pets,Pet Care,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Best Cellars Visitors,Best Cellars , ,Beverage,Alcoholic,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Best & Less Visitors,Best & Less ,,Shopping & Fashion,Shoppers,Low,,,
,236,Clothing,G2,G,2,Brand Visited,Bershka Visitors,Bershka ,,Shopping & Fashion,Apparel,Low,,,
,164,Grocery,E9,E,9,Brand Visited,Bernardi's Supermarket Visitors,Bernardi's Supermarket ,,Shopping & Fashion,Grocery,Low,,,
,117,Alcoholic beverages,E1,E,1,Brand Visited,Bermagui Cellars Visitors,Bermagui Cellars , ,Beverage,Alcoholic,Low,,,
,197,Religion,F4.7,F,4.7,Interests,Bible Verses and Quotes,Bible Verses and Quotes, ,Social,Religion,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Bentley Visitors,Bentley ,,Automotive,Vehicles,High,,,
,197,Religion,F4.7,F,4.7,Interests,Bible Open Source Project,Bible Open Source Project,by And Bible Open Source Project,Social,Religion,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Benetas Visitors,Benetas ,,Health,Medical Care,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Bendigo Bank Visitors,Bendigo Bank ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,Bendigo Bank Visitors,Bendigo Bank ,,Finance,Banking,Low,,,
,150,Desserts,E5.3,E,5.3,Brand Visited,Ben & Jerry's Visitors,Ben & Jerry's ,,Food,Dessert,Low,,,
,197,Religion,F4.7,F,4.7,Interests,Bible & Rosary,Bible & Rosary, ,Social,Religion,Low,,,
,236,Clothing,G2,G,2,Brand Visited,Beme Visitors,Beme ,,Shopping & Fashion,Apparel,Low,,,
,276,Technology,I,I,,Interests,Bi Community App,Bi Community App, ,Technology,Electronic Devices,Low,,,
,118,Beer,E1.1,E,1.1,Brand Visited,Beer Cartel Visitors,Beer Cartel ,,Beverage,Alcoholic,Low,,,
,118,Beer,E1.1,E,1.1,Brand Visited,Beer Barrel Visitors,Beer Barrel ,,Beverage,Alcoholic,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Bedsrus Visitors,Bedsrus ,,Home And Garden,Homeware,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Bedshed Visitors,Bedshed ,,Home And Garden,Homeware,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Beds n Dreams Visitors,Beds n Dreams ,,Home And Garden,Homeware,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Bed Bath N Table Visitors,Bed Bath N Table ,,Home And Garden,Homeware,Low,,,
N,351,Sales,N3.1,N,3.1,Brands Visited,Bed Bath N' Table Visitors,Bed Bath N' Table,,Shopping,home-furnishings,Low,,,
,96,Gambling,B7,B,7,Interests,Betting & Form Guide,Betting & Form Guide,,Entertainment,Gambling,Low,,,
,96,Gambling,B7,B,7,Interests,Bets,Bets,,Entertainment,Gambling,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Best Western,Best Western,,Travel,Accommodation,Low,,,
,228,Shopping and fashion,G,G,,Brand Visited,Bec and Bridge Visitors,Bec and Bridge ,,Shopping & Fashion,Shoppers,Low,,,
,352,Luxury goods,N4,N,4,Brand Visited,Berkeley,Berkeley,,Shopping & Fashion,shoppers,Low,,,
,230,Beauty salons,G1.1,G,1.1,Place Categories,Beauty Salons And Barbers Visitors,Beauty Salons And Barbers ,,Beauty,Personal Wellness,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Bentley,Bentley,,Automotive,Vehicles,High,,,
,150,Desserts,E5.3,E,5.3,Brand Visited,Ben & Jerry's,Ben & Jerry's,,Food,Dessert,Low,,,
,118,Beer,E1.1,E,1.1,Geo Behaviour,Beer Enthusiasts,Beer Enthusiasts,,Beverage,Alcoholic,Low,,,
,230,Beauty salons,G1.1,G,1.1,Brand Visited,Beautopia Visitors,Beautopia ,,Beauty,Personal Wellness,Low,,,
,230,Beauty salons,G1.1,G,1.1,Brand Visited,Beaurepaires Visitors,Beaurepaires ,,Beauty,Personal Wellness,Low,,,
,338,Home and garden,M,M,,Brand Visited,Beaumont Tiles Visitors,Beaumont Tiles ,,Home And Garden,Homeware,Low,,,
,338,Home and garden,M,M,,Brand Visited,Bed Bath N Table,Bed Bath N Table,,Home And Garden,Homeware,Low,,,
,156,Coffeehouses,E6.1,E,6.1,Brand Visited,Beachcomber Cafe Visitors,Beachcomber Cafe ,,Beverage,Non Alcoholic,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Beach Hotel Visitors,Beach Hotel , ,Travel,Accommodation,Low,,,
,315,Private Services,J2,J,2,Brand Visited,BCR Australia Visitors,BCR Australia ,,Business,Professional,Low,,,
,253,Camping,H1.2,H,1.2,Brand Visited,BCF Boating Camping Fishing Visitors,BCF Boating Camping Fishing ,,Travel,Leisure,Low,,,
,254,Fishing,H1.3,H,1.3,Brand Visited,BCF Boating Camping Fishing Visitors,BCF Boating Camping Fishing ,,Hobbies And Activities,Sports,Low,,,
,315,Private Services,J2,J,2,Brand Visited,BCF Visitors,BCF ,,Business,Professional,Low,,,
,346,Furniture,M8,M,8,Brand Visited,Bed Bath N Table,Bed Bath N Table,,Home And Garden,Homeware,Low,,,
,156,Coffeehouses,E6.1,E,6.1,Brand Visited,bb's Cafe Visitors,bb's Cafe ,,Beverage,Non Alcoholic,Low,,,
N,159,Bed & Breakfast,E6.5,E,6.5,Interests,Bed & Breakfasts,Bed & Breakfasts,,Restaurants,Fine Dining,Low,,,
,229,Beauty,G1,G,1,Interests,Beauty Selfie,Beauty Selfie,,Beauty,Personal Wellness,Low,,,
,26,Real estate,A14,A,14,Brand Visited,Bayshore Bungalows Visitors,Bayshore Bungalows ,,Business,Property,Low,,,
,156,Coffeehouses,E6.1,E,6.1,Brand Visited,Bavarian Bier Cafe Visitors,Bavarian Bier Cafe ,,Beverage,Non Alcoholic,Low,,,
,316,Transportation,J3,J,3,Brand Visited,Battery World Visitors,Battery World ,,Transportation,rental service,Low,,,
,229,Beauty,G1,G,1,Geo Behaviour,Beauty Enthusiasts,Beauty Enthusiasts,,Beauty,Personal Wellness,Low,,,
,229,Beauty,G1,G,1,App Category,Beauty,Beauty,,Beauty,Personal Wellness,Low,,,
,229,Beauty,G1,G,1,Interests,Beauty,Beauty,,Beauty,Personal Wellness,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Bata Visitors,Bata ,,Shopping & Fashion,Footware,Low,,,
,147,Food,E5,E,5,Brand Visited,Baskin Robbins Visitors,Baskin Robbins ,,Food,Shoppers,Low,,,
,150,Desserts,E5.3,E,5.3,Brand Visited,Baskin Robbins Visitors,Baskin Robbins ,,Food,Dessert,Low,,,
,236,Clothing,G2,G,2,Interests,Beadwork,Beadwork,,Shopping & Fashion,Apparel,Low,,,
,264,Basketball,H2.5,H,2.5,Place Categories,Basketball Venue Visitors,Basketball Venue ,,Hobbies And Activities,Sports,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,BCF,BCF,,Shopping & Fashion,Footware,Low,,,
,315,Private Services,J2,J,2,Brand Visited,BBL,BBL,,Business,Professional,Low,,,
,315,Private Services,J2,J,2,Brand Visited,BBE,BBE,,Business,Professional,Low,,,
,263,Baseball,H2.4,H,2.4,Place Categories,Baseball Venue Visitors,Baseball Venue ,,Hobbies And Activities,Sports,Low,,,
,276,Technology,I,I,,Interests,Battery Cooler,Battery Cooler, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Battery Alert,Battery Alert, ,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Battery & Game Speed Booster,Battery & Game Speed Booster, ,Technology,Electronic Devices,Low,,,
,150,Desserts,E5.3,E,5.3,Brand Visited,Baskin Robbins,Baskin Robbins,,Food,Dessert,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Barwon Heads Winestore Visitors,Barwon Heads Winestore , ,Beverage,Alcoholic,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Barwon Heads Winestore Visitors,Barwon Heads Winestore ,,Beverage,Alcoholic,Low,,,
,26,Real estate,A14,A,14,Brand Visited,Barry Plant Visitors,Barry Plant ,,Business,Property,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,Barny's Fine Wine and Ales Visitors,Barny's Fine Wine and Ales , ,Beverage,Alcoholic,Low,,,
,75,Music,B4,B,4,Brand Visited,Bardot Visitors,Bardot ,,Entertainment,Music,Low,,,
,264,Basketball,H2.5,H,2.5,Geo Behaviour,Basketball Fan,Basketball Fan,,Hobbies And Activities,Sports,Low,,,
,148,Barbecue,E5.1,E,5.1,Brand Visited,Barbeques Galore Visitors,Barbeques Galore ,,Food,Fast Food,Low,,,
,264,Basketball,H2.5,H,2.5,Interests,Basketball & More,Basketball & More,,Hobbies And Activities,Sports,Low,,,
,264,Basketball,H2.5,H,2.5,Interests,Basketball,Basketball,,Hobbies And Activities,Sports,Low,,,
N,259,Sports,H2,H,2,Interests,Baseball Major League,Baseball Major League,,Hobbies And Activities,Sports,Low,,,
,117,Alcoholic beverages,E1,E,1,Place Categories,Bar Visitors,Bar ,,Beverage,Alcoholic,Low,,,
,331,Nursing,K1,K,1,Brand Visited,BaptistCare Visitors,BaptistCare ,,Health,Medical Care,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Baptcare Visitors,Baptcare ,,Health,Medical Care,Low,,,
,263,Baseball,H2.4,H,2.4,Geo Behaviour,Baseball Fan,Baseball Fan,,Hobbies And Activities,Sports,Low,,,
,263,Baseball,H2.4,H,2.4,Interests,Baseball,Baseball,,Hobbies And Activities,Sports,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,Bankwest Visitors,Bankwest ,,Finance,Banking,Low,,,
,289,Consumer electronics,I2,I,2,Interests,Barcodes,Barcodes,& barcodes,Technology,Electronic Devices,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,BankVic Visitors,BankVic ,,Finance,Banking,Low,,,
,148,Barbecue,E5.1,E,5.1,Geo Behaviour,Barbeque Restaurant Customers,Barbeque Restaurant Customers,,Restaurants,Fast Food,Low,,,
,159,Fast food restaurants,E6.4,E,6.4,Place Categories,Barbeque Restaurant Customers,Barbeque Restaurant Customers,,Restaurants,Fast Food,Low,,,
,148,Barbecue,E5.1,E,5.1,Interests,Barbecues and Grilling,Barbecues and Grilling,,Food,Fast Food,Low,,,
,276,Technology,I,I,,Interests,Banner Maker,Banner Maker, ,Technology,Leisure,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Bank SA Visitors,Bank SA ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,Bank SA Visitors,Bank SA ,,Finance,Banking,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Bank of Queensland Visitors,Bank of Queensland ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,Bank of Queensland Visitors,Bank of Queensland ,,Finance,Banking,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Bank of Melbourne Visitors,Bank of Melbourne ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,Bank of Melbourne Visitors,Bank of Melbourne ,,Finance,Banking,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Bank of China Visitors,Bank of China ,,Finance,Banking,Low,,,
,276,Technology,I,I,,Interests,Banner & Card Maker,Banner & Card Maker, ,Technology,Professional,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Bankwest,Bankwest,,Finance,Banking,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,BankVic,BankVic,,Finance,Banking,Low,,,
,16,Creditcards,A13.1,A,13.1,Interests,Banking,Banking,,Finance,Banking,Low,,,
,22,Banking,A13.7,A,13.7,Interests,Banking,Banking,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Interests,Banking,Banking,,Finance,Banking,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Bank of China,Bank of China,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Brand Visited,Bank of China,Bank of China,,Finance,Banking,Low,,,
,22,Banking,A13.7,A,13.7,Interests,Bank - Mockers,Bank - Mockers,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Interests,Bank - Mockers,Bank - Mockers,,Finance,Banking,Low,,,
,330,Health care,K,K,,Brand Visited,Ballarat Health Services Visitors,Ballarat Health Services ,,Health,Medical Care,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Baku Visitors,Baku ,,Travel,Leisure,Low,,,
,128,Baking,E3.1,E,3.1,Brand Visited,BAKERS DELIGHT Visitors,BAKERS DELIGHT ,,Food,Bakery,Low,,,
,16,Creditcards,A13.1,A,13.1,Interests,BANK,BANK,,Finance,Banking,Low,,,
,22,Banking,A13.7,A,13.7,Interests,BANK,BANK,,Finance,Banking,Low,,,
,75,Music,B4,B,4,Interests,Banjo,Banjo,,Entertainment,Music,Low,,,
,330,Health care,K,K,,Brand Visited,Bailey Nelson Visitors,Bailey Nelson ,,Health,Eye Care,High,,,
,314,Government Services,J1,J,1,Interests,Baloot,Baloot,,Business,Professional,Low,,,
,53,Ballet,B2.1,B,2.1,Interests,Ballet,Ballet,,Entertainment,Leisure,Low,,,
,53,Ballet,B2.1,B,2.1,Interests,Ballerina & Ballet,Ballerina & Ballet,,Entertainment,Leisure,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Baden Powell Hotel Visitors,Baden Powell Hotel , ,Travel,Accommodation,Low,,,
,120,Wine,E1.3,E,1.3,Brand Visited,BackVintage Wines Visitors,BackVintage Wines , ,Beverage,Alcoholic,Low,,,
,128,Baking,E3.1,E,3.1,Brand Visited,Bakers Delight,Bakers Delight,,Food,Bakery,Low,,,
,128,Baking,E3.1,E,3.1,Interests,Bake and Dine,Bake and Dine,,Food,Bakery,Low,,,
,150,Desserts,E5.3,E,5.3,Brand Visited,Bake & Decorate Cakes,Bake & Decorate Cakes,,Food,Dessert,Low,,,
,104,Parenting,C7,C,7,Brand Visited,Babyland Visitors,Babyland , ,Family And Relationships,Marital Status,Low,,,
,106,Kids,C9,C,9,Brand Visited,Babyland Visitors,Babyland , ,Entertainment,Leisure,Low,,,
,237,Children's clothing,G2.1,G,2.1,Brand Visited,Babyland Visitors,Babyland ,,Shopping & Fashion,Baby Products,Low,,,
,104,Parenting,C7,C,7,Brand Visited,Baby Kingdom Visitors,Baby Kingdom , ,Family And Relationships,Marital Status,Low,,,
,106,Kids,C9,C,9,Brand Visited,Baby Kingdom Visitors,Baby Kingdom , ,Family And Relationships,Marital Status,Low,,,
,237,Children's clothing,G2.1,G,2.1,Brand Visited,Baby Kingdom Visitors,Baby Kingdom ,,Shopping & Fashion,Baby Products,Low,,,
,246,Sunglasses,G3.4,G,3.4,Brand Visited,Bailey Nelson,Bailey Nelson,,Shopping & Fashion,Eye Care,High,,,
,352,Luxury goods,N4,N,4,Brand Visited,Bailey Nelson,Bailey Nelson,,Shopping & Fashion,Eye Care,High,,,
N,147,Bagel,E5.8,E,5.8,Place categories,Bagel,Bagel,,Food,Bagel,Low,,,
,284,Hard drives,I1.7,I,1.7,Interests,Backup,Backup,,Technology,Electronic Devices,Low,,,
,276,Technology,I,I,,Interests,Backgrounds 3D/HD,Backgrounds 3D/HD, ,Technology,Leisure,Low,,,
,104,Parenting,C7,C,7,Brand Visited,Baby Bunting Visitors,Baby Bunting , ,Family And Relationships,Marital Status,Low,,,
,106,Kids,C9,C,9,Brand Visited,Baby Bunting Visitors,Baby Bunting , ,Shopping & Fashion,Shoppers,Low,,,
,237,Children's clothing,G2.1,G,9,Brand Visited,Baby Bunting Visitors,Baby Bunting , ,Shopping & Fashion,Shoppers,Low,,,
,288,Graphic design,I1.11,I,1.11,Interests,Backgrounds & Lockscreen - 3D Effect,Backgrounds & Lockscreen - 3D Effect,,Technology,Products,Low,,,
,104,Parenting,C7,C,7,Interests,Baby Growth,Baby Growth,100 Baby Growth,Family And Relationships,Marital Status,Low,,,
,104,Parenting,C7,C,7,Brand Visited,Babies Galore Visitors,Babies Galore , ,Family And Relationships,Marital Status,Low,,,
,106,Kids,C9,C,9,Brand Visited,Babies Galore Visitors,Babies Galore , ,Shopping & Fashion,Shoppers,Low,,,
,237,Children's clothing,G2.1,G,9,Brand Visited,Babies Galore Visitors,Babies Galore , ,Shopping & Fashion,Shoppers,Low,,,
,106,Kids,C9,C,9,Interests,Baby Growth,Baby Growth,100 Baby Growth,Family And Relationships,Marital Status,Low,,,
,156,Coffeehouses,E6.1,E,6.1,Brand Visited,Axil Coffee Roasters Visitors,Axil Coffee Roasters ,,Beverage,Non Alcoholic,Low,,,
,104,Parenting,C7,C,7,Interests,Baby Clothing,Baby Clothing,Baby Clothing – Daily Deals for Moms,Family And Relationships,Marital Status,Low,,,
,106,Kids,C9,C,9,Interests,Baby Clothing,Baby Clothing,Baby Clothing – Daily Deals for Moms,Shopping & Fashion,Apparel,Low,,,
,237,Children's clothing,G2.1,G,2.1,Interests,Baby Clothing,Baby Clothing,Baby Clothing – Daily Deals for Moms,Shopping & Fashion,Baby Products,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,AVIS Visitors,AVIS ,,Automotive,Vehicles,Low,,,
,237,Children's clothing,G2.1,G,2.1,Brand Visited,Baby Bunting,Baby Bunting,,Shopping & Fashion,Baby Products,Low,,,
,208,Hotels,F5.7,F,5.7,Brand Visited,Avenue Hotel Visitors,Avenue Hotel , ,Travel,Accommodation,High,,,
,237,Children's clothing,G2.1,G,2.1,Geo Behaviour,Baby And Toddler Shoppers,Baby And Toddler Shoppers,,Shopping & Fashion,Baby Products,Low,,,
,347,Shopping,N,N,,Brand Visited,AutoPro Visitors,AutoPro ,,Shopping & Fashion,shoppers,Low,,,
,315,Private Services,J2,J,2,Brand Visited,Baa,Baa,,Business,Communication,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Autoparts Visitors,Autoparts ,A1 Autoparts Visitors,Automotive,Vehicle Equipment,Low,,,
,27,Science,A15,A,15,Brand Visited,AVS,AVS,,Education,Professional,Low,,,
,330,Health care,K,K,,Brand Visited,AVS,AVS,,Education,Professional,Low,,,
,332,Education,L,L,,Brand Visited,AVS,AVS,,Education,Professional,Low,,,
,228,Shopping and fashion,G,G,,Place Categories,Autograph Fashion Visitors,Autograph Fashion ,,Shopping & Fashion,Shoppers,Low,,,
,205,Car rentals,F5.4,F,5.4,Brand Visited,AVIS,AVIS,,Automotive,Rental Service,Low,,,
,308,Social media,I3.6,I,3.6,Interests,Avatoon Face Stickers,Avatoon Face Stickers, ,Technology,Leisure,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,AutoPro,AutoPro,,Automotive,Vehicle Equipment,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Interests,Automotive,Automotive,,Automotive,Vehicles,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Auto One Visitors,Auto One ,,Automotive,Vehicles,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Geo Behaviour,Automobile Owners,Automobile Owners,,Automotive,Vehicles,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Auto Masters Visitors,Auto Masters ,,Automotive,Vehicles,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Autobarn,Autobarn,,Automotive,Vehicle Equipment,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Brand Visited,Auto Bahn Visitors,Auto Bahn ,,Automotive,Vehicles,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Interests,Auto Repair,Auto Repair,,Automotive,Service Center,Low,,,
,22,Banking,A13.7,A,13.7,Brand Visited,Auswide Bank Visitors,Auswide Bank ,,Finance,Banking,Low,,,
,24,Online banking,A13.7.2,A,13.7.2,Place Categories,Auswide Bank Visitors,Auswide Bank ,,Finance,Banking,Low,,,
,17,Insurance,A13.2,A,13.2,Brand Visited,Australian Unity Visitors,Australian Unity ,,Finance,Insurance,Low,,,
,330,Health care,K,K,,Place Categories,Australian Skin Clinics Visitors,Australian Skin Clinics , ,Health,Skincare,Low,,,
,314,Government Services,J1,J,1,Brand Visited,Australian Regional and Remote Community Services Limited Visitors,Australian Regional and Remote Community Services Limited ,,Business,Professional,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Interests,Auto Racing,Auto Racing,,Automotive,Professional,Low,,,
,314,Government Services,J1,J,1,Brand Visited,Australian Men's Shed Association Visitors,Australian Men's Shed Association ,,Business,Professional,Low,,,
,117,Alcoholic beverages,E1,E,1,Place Categories,Australian Liquor Marketers Visitors,Australian Liquor Marketers , ,Beverage,Alcoholic,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,Australian Big Things Visitors,Australian Big Things ,,Travel,Leisure,Low,,,
,315,Private Services,J2,J,2,Brand Visited,Australia Post Visitors,Australia Post ,,Business,Professional,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Interests,Auto Parts,Auto Parts,,Automotive,Vehicle Equipment,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,geo Behaviour,Auto Modification Enthusiasts,Auto Modification Enthusiasts,,Automotive,Service Center,Low,,,
,117,Alcoholic beverages,E1,E,1,Place Categories,Aussie Liquor Discounts Visitors,Aussie Liquor Discounts , ,Beverage,Alcoholic,Low,,,
Y,25,Retail banking,A13.7.3,A,13.7.3,Place Categories,Aussie Visitors,Aussie ,,Finance,Banking,Low,,,
,213,Tourism,F5.12,F,5.12,Place Categories,Aussie Visitors,Aussie ,,Travel,Leisure,Low,,,
,276,Technology,I,I,,Brand Visited,Ausbox Vending Visitors,Ausbox Vending , ,Technology,Electronic Devices,Low,,,
,331,Nursing,K1,K,1,Brand Visited,Aurrum Visitors,Aurrum ,,Social,Personal Wellness,Low,,,
,213,Tourism,F5.12,F,5.12,Brand Visited,AURORA Visitors,AURORA ,,Travel,Leisure,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,Interests,Auto Buying and Selling,Auto Buying and Selling,,Automotive,Vehicles,Low,,,
,318,Automobiles,J3.1.1,J,3.1.1,App Category,Auto And Vehicles,Auto And Vehicles,,Automotive,Vehicles,Low,,,
,315,Private Services,J2,J,2,Interests,Australian News,Australian News, ,Social,Communication,Low,,,
,315,Private Services,J2,J,2,Brand Visited,Australia Post,Australia Post,,Business,Communication,Low,,,
,201,Travel,F5,F,5,Geo Behaviour,Australia and Oceania Travel,Australia and Oceania Travel,,Travel,Leisure,Low,,,
,330,Health care,K,K,,Brand Visited,Audika Visitors,Audika ,,Health,Medical Care,Low,,,
,317,Vehicles,J3.1,J,3.1,Brand Visited,Audi Visitors,Audi ,,Automotive,Vehicles,High,,,
,219,E-books,F6.3,F,6.3,Interests,audiobooks & ASMR,audiobooks & ASMR, ,Technology,Leisure,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Attica Visitors,Attica ,,Restaurants,Food & Drink,Low,,,
,155,Restaurants,E6,E,6,Brand Visited,Atlas Vinifera Visitors,Atlas Vinifera ,,Restaurants,Food & Drink,Low,,,
,272,Thriathlons,H2.13,H,2.13,Place Categories,Athletic Fields Visitors,Athletic Fields ,,Hobbies And Activities,Sports,Low,,,
,239,Shoes,G2.3,G,2.3,Brand Visited,Athletes Foot Visitors,Athletes Foot ,,Shopping & Fashion,Footware,Low,,,
,219,E-books,F6.3,F,6.3,Interests,Audiobooks,Audiobooks,& Audiobooks,Technology,Leisure,Low,,,
